Ensembl.Protein.ID	Cow.Ensembl.Protein.or.Transcript.ID	Chicken.Ensembl.Protein.or.Transcript.ID	Gorilla.Ensembl.Protein.or.Transcript.ID	Human.Ensembl.Protein.or.Transcript.ID	Macaque.Ensembl.Protein.or.Transcript.ID	Mouse.Ensembl.Protein.or.Transcript.ID	Rat.Ensembl.Protein.or.Transcript.ID	Xenopus.Ensembl.Protein.or.Transcript.ID
ENSPTRP00000014572	ENSBTAP00000012805	ENSGALP00000004786	ENSGGOP00000000241	ENSP00000304360	ENSMMUP00000029215	ENSMUSP00000047505	ENSRNOP00000029945	ENSXETP00000029668
ENSPTRP00000024535	ENSBTAP00000002561	ENSGALP00000048837	ENSGGOP00000004193	ENSP00000255858	ENSMMUP00000048635	ENSMUSP00000019512	ENSRNOP00000006053	ENSXETP00000035215
ENSPTRP00000060931	ENSBTAP00000056473		ENSGGOP00000006856	ENSP00000454340		ENSMUSP00000023360	ENSRNOP00000004384	
ENSPTRP00000028819	ENSBTAP00000026111	ENSGALP00000005904	ENSGGOP00000004956	ENSP00000346964	ENSMMUP00000022574	ENSMUSP00000094238	ENSRNOP00000016722	ENSXETP00000028969
ENSPTRP00000061071				ENSP00000440703				
ENSPTRP00000000593	ENSBTAP00000001455	ENSGALP00000006701	ENSGGOP00000004359	ENSP00000270800		ENSMUSP00000099605	ENSRNOP00000037743	
ENSPTRP00000014573	ENSBTAP00000012812	ENSGALP00000004840	ENSGGOP00000014730	ENSP00000254719	ENSMMUP00000003291	ENSMUSP00000000767	ENSRNOP00000004229	ENSXETP00000063755
ENSPTRP00000034494	ENSBTAP00000007176	ENSGALP00000024794	ENSGGOP00000021298	ENSP00000332757	ENSMMUP00000047617	ENSMUSP00000125265	ENSRNOP00000065788	ENSXETP00000038017
ENSPTRP00000041109	ENSBTAP00000001456	ENSGALP00000039657	ENSGGOP00000004361	ENSP00000327824	ENSMMUP00000060709	ENSMUSP00000074009	ENSRNOP00000048303	ENSXETP00000060093
ENSPTRP00000009884	ENSBTAP00000045345	ENSGALP00000027473	ENSGGOP00000025221	ENSP00000368908	ENSMMUP00000005977	ENSMUSP00000056364	ENSRNOP00000019057	ENSXETP00000034967
ENSPTRP00000009885	ENSBTAP00000022131	ENSGALP00000027471	ENSGGOP00000028640	ENSP00000397441	ENSMMUP00000005980	ENSMUSP00000048603	ENSRNOP00000018385	ENSXETP00000034979
ENSPTRP00000034497	ENSBTAP00000044825	ENSGALP00000002546	ENSGGOP00000010231	ENSP00000353246	ENSMMUP00000013412	ENSMUSP00000033983	ENSRNOP00000015297	ENSXETP00000035979
ENSPTRP00000016845		ENSGALP00000014811			ENSMMUP00000005876	ENSMUSP00000108449	ENSRNOP00000064010	ENSXETP00000054401
ENSPTRP00000042898	ENSBTAP00000025032	ENSGALP00000013670	ENSGGOP00000000465	ENSP00000350331	ENSMMUP00000001726	ENSMUSP00000046476	ENSRNOP00000024200	ENSXETP00000039380
ENSPTRP00000035537	ENSBTAP00000008139	ENSGALP00000040889	ENSGGOP00000027251	ENSP00000370303	ENSMMUP00000016310	ENSMUSP00000030110	ENSRNOP00000072168	ENSXETP00000055800
ENSPTRP00000045442	ENSBTAP00000020274	ENSGALP00000024384	ENSGGOP00000003152	ENSP00000353608	ENSMMUP00000010078	ENSMUSP00000111514	ENSRNOP00000063301	ENSXETP00000010240
ENSPTRP00000044306	ENSBTAP00000020274	ENSGALP00000024384	ENSGGOP00000003152	ENSP00000353608	ENSMMUP00000010078	ENSMUSP00000111514	ENSRNOP00000063301	ENSXETP00000010240
ENSPTRP00000032797	ENSBTAP00000032594	ENSGALP00000049833	ENSGGOP00000009310	ENSP00000378912	ENSMMUP00000046862	ENSMUSP00000045693	ENSRNOP00000072330	ENSXETP00000010860
ENSPTRP00000013293	ENSBTAP00000024087	ENSGALP00000004877	ENSGGOP00000020101	ENSP00000387911	ENSMMUP00000024806	ENSMUSP00000055969	ENSRNOP00000072539	ENSXETP00000060588
ENSPTRP00000035539	ENSBTAP00000026824	ENSGALP00000008711	ENSGGOP00000001531	ENSP00000370297	ENSMMUP00000016311	ENSMUSP00000048607	ENSRNOP00000014008	
ENSPTRP00000048206	ENSBTAP00000006816	ENSGALP00000005887	ENSGGOP00000008930	ENSP00000409007	ENSMMUP00000024951	ENSMUSP00000022744	ENSRNOP00000044012	ENSXETP00000010369
ENSPTRP00000049448	ENSBTAP00000026827	ENSGALP00000008702	ENSGGOP00000016888	ENSP00000412940	ENSMMUP00000039249	ENSMUSP00000071627	ENSRNOP00000055412	ENSXETP00000007157
ENSPTRP00000051497	ENSBTAP00000030842	ENSGALP00000030515	ENSGGOP00000016715	ENSP00000373272	ENSMMUP00000006037	ENSMUSP00000107447	ENSRNOP00000044089	ENSXETP00000011768
ENSPTRP00000028816	ENSBTAP00000044228	ENSGALP00000005868	ENSGGOP00000028674	ENSP00000265107	ENSMMUP00000008027	ENSMUSP00000037340	ENSRNOP00000056890	ENSXETP00000023221
ENSPTRP00000061060	ENSBTAP00000044228	ENSGALP00000005868	ENSGGOP00000028674	ENSP00000265107	ENSMMUP00000008027	ENSMUSP00000037340	ENSRNOP00000056890	ENSXETP00000023221
ENSPTRP00000059414	ENSBTAP00000026370	ENSGALP00000052000	ENSGGOP00000001766	ENSP00000288955	ENSMMUP00000005946	ENSMUSP00000101481	ENSRNOP00000061035	ENSXETP00000060412
ENSPTRP00000025399	ENSBTAP00000020296	ENSGALP00000057706	ENSGGOP00000015399	ENSP00000306920	ENSMMUP00000052943	ENSMUSP00000055803	ENSRNOP00000013632	ENSXETP00000059305
ENSPTRP00000044569	ENSBTAP00000043649	ENSGALP00000057918	ENSGGOP00000022214	ENSP00000328426	ENSMMUP00000017314	ENSMUSP00000093774	ENSRNOP00000051465	ENSXETP00000061992
ENSPTRP00000014575	ENSBTAP00000016317	ENSGALP00000034313	ENSGGOP00000017558	ENSP00000330631	ENSMMUP00000043429	ENSMUSP00000099572	ENSRNOP00000058866	ENSXETP00000029649
ENSPTRP00000045493	ENSBTAP00000020547	ENSGALP00000002517	ENSGGOP00000010240	ENSP00000478396	ENSMMUP00000013413	ENSMUSP00000096441	ENSRNOP00000028965	
ENSPTRP00000014578	ENSBTAP00000012340	ENSGALP00000004864	ENSGGOP00000009151	ENSP00000263083	ENSMMUP00000029196	ENSMUSP00000042162	ENSRNOP00000072126	ENSXETP00000060334
ENSPTRP00000015763	ENSBTAP00000026201	ENSGALP00000055435	ENSGGOP00000010682	ENSP00000397259	ENSMMUP00000026180	ENSMUSP00000102750	ENSRNOP00000028407	ENSXETP00000007298
ENSPTRP00000009886	ENSBTAP00000053389	ENSGALP00000027470	ENSGGOP00000007922	ENSP00000368880	ENSMMUP00000036378	ENSMUSP00000055308	ENSRNOP00000018244	
ENSPTRP00000055691		ENSGALP00000048837		ENSP00000385695	ENSMMUP00000007654			ENSXETP00000035215
ENSPTRP00000010104	ENSBTAP00000043851	ENSGALP00000041023	ENSGGOP00000001138	ENSP00000302579	ENSMMUP00000056622	ENSMUSP00000093233	ENSRNOP00000072151	ENSXETP00000052982
ENSPTRP00000009888	ENSBTAP00000045471	ENSGALP00000027468	ENSGGOP00000026730	ENSP00000315397	ENSMMUP00000002535	ENSMUSP00000033934	ENSRNOP00000015790	ENSXETP00000044733
ENSPTRP00000037768	ENSBTAP00000055854	ENSGALP00000057214	ENSGGOP00000008964	ENSP00000379365	ENSMMUP00000019702	ENSMUSP00000041210	ENSRNOP00000068211	ENSXETP00000025196
ENSPTRP00000055011	ENSBTAP00000012873	ENSGALP00000056120	ENSGGOP00000018425			ENSMUSP00000061216	ENSRNOP00000069024	
ENSPTRP00000058268	ENSBTAP00000004727	ENSGALP00000049293	ENSGGOP00000009442	ENSP00000384103	ENSMMUP00000001744	ENSMUSP00000105272	ENSRNOP00000063877	
ENSPTRP00000024539	ENSBTAP00000048547	ENSGALP00000012608	ENSGGOP00000009597	ENSP00000385735		ENSMUSP00000058348	ENSRNOP00000062589	ENSXETP00000035218
ENSPTRP00000024541	ENSBTAP00000010163	ENSGALP00000012605	ENSGGOP00000008344	ENSP00000346725	ENSMMUP00000023123	ENSMUSP00000020705	ENSRNOP00000005996	ENSXETP00000064109
ENSPTRP00000024088			ENSGGOP00000014115					
ENSPTRP00000050463	ENSBTAP00000024230	ENSGALP00000023027	ENSGGOP00000010469	ENSP00000440674	ENSMMUP00000023464	ENSMUSP00000125580	ENSRNOP00000020529	ENSXETP00000052272
ENSPTRP00000009889	ENSBTAP00000015468	ENSGALP00000045195	ENSGGOP00000021900	ENSP00000342267	ENSMMUP00000036375	ENSMUSP00000052849	ENSRNOP00000027128	ENSXETP00000044737
ENSPTRP00000016907	ENSBTAP00000011306	ENSGALP00000024384	ENSGGOP00000026259	ENSP00000280904	ENSMMUP00000015343	ENSMUSP00000042905	ENSRNOP00000058135	ENSXETP00000010240
ENSPTRP00000053203	ENSBTAP00000021827	ENSGALP00000002502	ENSGGOP00000013067	ENSP00000256257	ENSMMUP00000032151	ENSMUSP00000040478	ENSRNOP00000037851	
ENSPTRP00000024090	ENSBTAP00000022620	ENSGALP00000012133	ENSGGOP00000014125	ENSP00000291634	ENSMMUP00000001279	ENSMUSP00000036382	ENSRNOP00000001640	ENSXETP00000040452
ENSPTRP00000000603	ENSBTAP00000013576		ENSGGOP00000001768	ENSP00000363530	ENSMMUP00000040527	ENSMUSP00000067647	ENSRNOP00000051024	ENSXETP00000062280
ENSPTRP00000032803	ENSBTAP00000019929	ENSGALP00000051731	ENSGGOP00000005741	ENSP00000388337		ENSMUSP00000132348	ENSRNOP00000074173	ENSXETP00000034548
ENSPTRP00000007940	ENSBTAP00000024233	ENSGALP00000050547	ENSGGOP00000010481	ENSP00000000412	ENSMMUP00000023466	ENSMUSP00000108229	ENSRNOP00000069840	ENSXETP00000052276
ENSPTRP00000046835	ENSBTAP00000006992	ENSGALP00000013267	ENSGGOP00000023008	ENSP00000369538	ENSMMUP00000017317	ENSMUSP00000062996	ENSRNOP00000024952	ENSXETP00000058337
ENSPTRP00000034500	ENSBTAP00000021830	ENSGALP00000002492	ENSGGOP00000013983	ENSP00000256261	ENSMMUP00000018055	ENSMUSP00000046794	ENSRNOP00000015725	ENSXETP00000054067
ENSPTRP00000024094	ENSBTAP00000023240	ENSGALP00000044819	ENSGGOP00000012920	ENSP00000353920	ENSMMUP00000014013	ENSMUSP00000101046	ENSRNOP00000069261	ENSXETP00000040471
ENSPTRP00000039204	ENSBTAP00000023240	ENSGALP00000044819	ENSGGOP00000012920	ENSP00000353920	ENSMMUP00000014013	ENSMUSP00000101046	ENSRNOP00000069261	ENSXETP00000040471
ENSPTRP00000028814	ENSBTAP00000003193	ENSGALP00000005832	ENSGGOP00000021091	ENSP00000231498	ENSMMUP00000048756	ENSMUSP00000128819	ENSRNOP00000074340	ENSXETP00000010376
ENSPTRP00000057883	ENSBTAP00000012341		ENSGGOP00000009153	ENSP00000461388		ENSMUSP00000071493		ENSXETP00000051350
ENSPTRP00000054663	ENSBTAP00000030053	ENSGALP00000046062	ENSGGOP00000020481	ENSP00000363822	ENSMMUP00000046081	ENSMUSP00000052648	ENSRNOP00000009129	ENSXETP00000011091
ENSPTRP00000014579	ENSBTAP00000049772	ENSGALP00000005380	ENSGGOP00000019480	ENSP00000314080	ENSMMUP00000053545	ENSMUSP00000053483	ENSRNOP00000074161	ENSXETP00000051330
ENSPTRP00000009891	ENSBTAP00000002771	ENSGALP00000035717						ENSXETP00000061834
ENSPTRP00000037773		ENSGALP00000045591	ENSGGOP00000028687	ENSP00000347710	ENSMMUP00000024151	ENSMUSP00000033560	ENSRNOP00000035867	ENSXETP00000011092
ENSPTRP00000014583	ENSBTAP00000000333	ENSGALP00000004899	ENSGGOP00000020162	ENSP00000263073	ENSMMUP00000030488	ENSMUSP00000043555	ENSRNOP00000004058	ENSXETP00000051324
ENSPTRP00000032807	ENSBTAP00000015445	ENSGALP00000053328	ENSGGOP00000007465	ENSP00000275493	ENSMMUP00000058552	ENSMUSP00000020329	ENSRNOP00000006087	ENSXETP00000034519
ENSPTRP00000053202	ENSBTAP00000039635	ENSGALP00000054488	ENSGGOP00000006649	ENSP00000385143	ENSMMUP00000050322	ENSMUSP00000128521	ENSRNOP00000015879	ENSXETP00000029378
ENSPTRP00000007941	ENSBTAP00000018130		ENSGGOP00000007879	ENSP00000349477	ENSMMUP00000001901	ENSMUSP00000032207	ENSRNOP00000020094	
ENSPTRP00000009892	ENSBTAP00000009677	ENSGALP00000027339	ENSGGOP00000010493	ENSP00000239882	ENSMMUP00000010348	ENSMUSP00000046515	ENSRNOP00000060815	ENSXETP00000040972
ENSPTRP00000000604	ENSBTAP00000017344	ENSGALP00000054955	ENSGGOP00000014499	ENSP00000363520	ENSMMUP00000005951	ENSMUSP00000099608	ENSRNOP00000025075	ENSXETP00000008479
ENSPTRP00000009187	ENSBTAP00000029564	ENSGALP00000044999	ENSGGOP00000014555	ENSP00000479104	ENSMMUP00000059380	ENSMUSP00000050730	ENSRNOP00000000874	ENSXETP00000048261
ENSPTRP00000056596	ENSBTAP00000006167	ENSGALP00000050420	ENSGGOP00000013403	ENSP00000323929	ENSMMUP00000019581	ENSMUSP00000032203	ENSRNOP00000019346	
ENSPTRP00000046972	ENSBTAP00000004569		ENSGGOP00000001142	ENSP00000400921	ENSMMUP00000000063	ENSMUSP00000070592	ENSRNOP00000061269	
ENSPTRP00000013295	ENSBTAP00000028683	ENSGALP00000004902	ENSGGOP00000017976	ENSP00000261658	ENSMMUP00000010826	ENSMUSP00000023365	ENSRNOP00000004217	ENSXETP00000036232
ENSPTRP00000010112	ENSBTAP00000006979	ENSGALP00000035729	ENSGGOP00000014067	ENSP00000366416	ENSMMUP00000051513	ENSMUSP00000126057	ENSRNOP00000014747	ENSXETP00000033726
ENSPTRP00000028810	ENSBTAP00000000774		ENSGGOP00000014986	ENSP00000389014	ENSMMUP00000046094	ENSMUSP00000106247	ENSRNOP00000060886	ENSXETP00000043730
ENSPTRP00000009893	ENSBTAP00000022129	ENSGALP00000027345	ENSGGOP00000022034	ENSP00000368801	ENSMMUP00000047042	ENSMUSP00000022601	ENSRNOP00000015605	ENSXETP00000063602
ENSPTRP00000025405	ENSBTAP00000028588	ENSGALP00000046912	ENSGGOP00000015403	ENSP00000323696	ENSMMUP00000011803	ENSMUSP00000081941	ENSRNOP00000068391	ENSXETP00000017165
ENSPTRP00000000607	ENSBTAP00000023194	ENSGALP00000006796	ENSGGOP00000013033	ENSP00000363516	ENSMMUP00000045782	ENSMUSP00000030606	ENSRNOP00000025052	ENSXETP00000059684
ENSPTRP00000009897	ENSBTAP00000016261	ENSGALP00000045807	ENSGGOP00000002492	ENSP00000368793	ENSMMUP00000023631	ENSMUSP00000022600	ENSRNOP00000067626	ENSXETP00000041017
ENSPTRP00000003824	ENSBTAP00000047681	ENSGALP00000013266	ENSGGOP00000012992	ENSP00000369436	ENSMMUP00000019848	ENSMUSP00000052056	ENSRNOP00000025011	ENSXETP00000039356
ENSPTRP00000053752	ENSBTAP00000028684	ENSGALP00000033722	ENSGGOP00000022620	ENSP00000393847		ENSMUSP00000023364	ENSRNOP00000004237	ENSXETP00000024072
ENSPTRP00000000608	ENSBTAP00000016735	ENSGALP00000056274	ENSGGOP00000011760	ENSP00000363513		ENSMUSP00000101486	ENSRNOP00000064011	
ENSPTRP00000013301	ENSBTAP00000043763	ENSGALP00000057734	ENSGGOP00000019161	ENSP00000379691	ENSMMUP00000059358	ENSMUSP00000023361	ENSRNOP00000003284	ENSXETP00000012166
ENSPTRP00000000609	ENSBTAP00000053480	ENSGALP00000055309	ENSGGOP00000005109	ENSP00000326261	ENSMMUP00000046594	ENSMUSP00000125003	ENSRNOP00000073024	
ENSPTRP00000000774		ENSGALP00000046501		ENSP00000366413	ENSMMUP00000036170	ENSMUSP00000060798	ENSRNOP00000074614	ENSXETP00000038616
ENSPTRP00000037776	ENSBTAP00000002566	ENSGALP00000051471	ENSGGOP00000006990	ENSP00000417573	ENSMMUP00000041542	ENSMUSP00000056039	ENSRNOP00000072895	ENSXETP00000011096
ENSPTRP00000053441	ENSBTAP00000001156	ENSGALP00000027285	ENSGGOP00000014082	ENSP00000282003	ENSMMUP00000015355	ENSMUSP00000022716	ENSRNOP00000012880	ENSXETP00000061669
ENSPTRP00000056224	ENSBTAP00000038666		ENSGGOP00000011260	ENSP00000382770	ENSMMUP00000032148	ENSMUSP00000096457	ENSRNOP00000019935	
ENSPTRP00000016910	ENSBTAP00000026482	ENSGALP00000024384	ENSGGOP00000013206	ENSP00000257198	ENSMMUP00000015348	ENSMUSP00000042303	ENSRNOP00000075307	ENSXETP00000010240
ENSPTRP00000016911	ENSBTAP00000026482	ENSGALP00000024384	ENSGGOP00000013206	ENSP00000257198	ENSMMUP00000015348	ENSMUSP00000042303	ENSRNOP00000075307	ENSXETP00000010240
ENSPTRP00000024102	ENSBTAP00000010281	ENSGALP00000009902	ENSGGOP00000014704	ENSP00000339613	ENSMMUP00000014021	ENSMUSP00000020493	ENSRNOP00000001644	ENSXETP00000040481
ENSPTRP00000037778	ENSBTAP00000029082	ENSGALP00000051669	ENSGGOP00000011807	ENSP00000363727	ENSMMUP00000041007	ENSMUSP00000044491	ENSRNOP00000070263	ENSXETP00000025181
ENSPTRP00000024542	ENSBTAP00000029446		ENSGGOP00000000121	ENSP00000215838	ENSMMUP00000026036	ENSMUSP00000105620	ENSRNOP00000005934	ENSXETP00000043148
ENSPTRP00000014588	ENSBTAP00000005532	ENSGALP00000004984	ENSGGOP00000016993	ENSP00000339435		ENSMUSP00000067552	ENSRNOP00000050774	ENSXETP00000051312
ENSPTRP00000041158	ENSBTAP00000053222	ENSGALP00000050703	ENSGGOP00000026948	ENSP00000368716	ENSMMUP00000036371	ENSMUSP00000022597	ENSRNOP00000067183	ENSXETP00000040998
ENSPTRP00000010118	ENSBTAP00000023371	ENSGALP00000044788	ENSGGOP00000005872	ENSP00000483408	ENSMMUP00000051966	ENSMUSP00000097901	ENSRNOP00000013255	ENSXETP00000038610
ENSPTRP00000060736	ENSBTAP00000046191	ENSGALP00000055235		ENSP00000308727	ENSMMUP00000042647	ENSMUSP00000128826	ENSRNOP00000028675	
ENSPTRP00000003825	ENSBTAP00000005426	ENSGALP00000013249	ENSGGOP00000021616	ENSP00000369335	ENSMMUP00000019855	ENSMUSP00000071495	ENSRNOP00000025228	ENSXETP00000039318
ENSPTRP00000025409	ENSBTAP00000005160	ENSGALP00000055962	ENSGGOP00000002488	ENSP00000417601	ENSMMUP00000038308	ENSMUSP00000035090	ENSRNOP00000033447	
ENSPTRP00000035547	ENSBTAP00000032361	ENSGALP00000008685	ENSGGOP00000022193	ENSP00000422496	ENSMMUP00000043897	ENSMUSP00000099887	ENSRNOP00000055409	ENSXETP00000007165
ENSPTRP00000059504					ENSMMUP00000053755	ENSMUSP00000076700	ENSRNOP00000072544	
ENSPTRP00000046811					ENSMMUP00000053755	ENSMUSP00000076700	ENSRNOP00000072544	
ENSPTRP00000037780	ENSBTAP00000020985	ENSGALP00000049528	ENSGGOP00000009730	ENSP00000204961	ENSMMUP00000027589	ENSMUSP00000050716	ENSRNOP00000009635	ENSXETP00000014387
ENSPTRP00000053920	ENSBTAP00000034542	ENSGALP00000047998	ENSGGOP00000011438	ENSP00000352798	ENSMMUP00000005962	ENSMUSP00000101049	ENSRNOP00000047962	ENSXETP00000045603
ENSPTRP00000037786	ENSBTAP00000016649	ENSGALP00000053192	ENSGGOP00000005788	ENSP00000363680	ENSMMUP00000023351	ENSMUSP00000109409	ENSRNOP00000067997	
ENSPTRP00000037787	ENSBTAP00000016283		ENSGGOP00000005797	ENSP00000421172		ENSMUSP00000033567	ENSRNOP00000004048	
ENSPTRP00000060520	ENSBTAP00000020613			ENSP00000415774	ENSMMUP00000056055	ENSMUSP00000049650	ENSRNOP00000075268	
ENSPTRP00000014591	ENSBTAP00000005534		ENSGGOP00000001680	ENSP00000301364	ENSMMUP00000023063	ENSMUSP00000039027	ENSRNOP00000003992	ENSXETP00000051315
ENSPTRP00000018426	ENSBTAP00000020613		ENSGGOP00000009951	ENSP00000240499	ENSMMUP00000054065	ENSMUSP00000049650	ENSRNOP00000075268	
ENSPTRP00000018356	ENSBTAP00000020613		ENSGGOP00000009951	ENSP00000240499	ENSMMUP00000054065	ENSMUSP00000049650	ENSRNOP00000075268	
ENSPTRP00000027205	ENSBTAP00000020613		ENSGGOP00000009951	ENSP00000240499	ENSMMUP00000054065	ENSMUSP00000049650	ENSRNOP00000075268	
ENSPTRP00000061063								
ENSPTRP00000059996								
ENSPTRP00000034507	ENSBTAP00000018525	ENSGALP00000049115	ENSGGOP00000011500	ENSP00000332325	ENSMMUP00000002185	ENSMUSP00000128757	ENSRNOP00000019001	ENSXETP00000052626
ENSPTRP00000056098	ENSBTAP00000018525	ENSGALP00000049115	ENSGGOP00000011500	ENSP00000332325	ENSMMUP00000002185	ENSMUSP00000128757	ENSRNOP00000019001	ENSXETP00000052626
ENSPTRP00000016913	ENSBTAP00000018382	ENSGALP00000036016	ENSGGOP00000000137	ENSP00000257192	ENSMMUP00000053182	ENSMUSP00000076026	ENSRNOP00000058060	ENSXETP00000058678
ENSPTRP00000037788	ENSBTAP00000010257		ENSGGOP00000020026	ENSP00000363661	ENSMMUP00000017754	ENSMUSP00000033570	ENSRNOP00000054708	ENSXETP00000063219
ENSPTRP00000061003	ENSBTAP00000020613		ENSGGOP00000025201			ENSMUSP00000049650	ENSRNOP00000075268	
ENSPTRP00000037792	ENSBTAP00000010259		ENSGGOP00000001279	ENSP00000328036	ENSMMUP00000018309	ENSMUSP00000036845	ENSRNOP00000037695	
ENSPTRP00000024546	ENSBTAP00000003082	ENSGALP00000041854	ENSGGOP00000008564	ENSP00000339626	ENSMMUP00000026038	ENSMUSP00000050978	ENSRNOP00000005646	ENSXETP00000043151
ENSPTRP00000034508					ENSMMUP00000040622			
ENSPTRP00000034509	ENSBTAP00000039591	ENSGALP00000004879	ENSGGOP00000012544	ENSP00000276461	ENSMMUP00000001266	ENSMUSP00000033873	ENSRNOP00000018973	ENSXETP00000052598
ENSPTRP00000027214	ENSBTAP00000007828	ENSGALP00000024724	ENSGGOP00000013847	ENSP00000415203	ENSMMUP00000043727	ENSMUSP00000113818	ENSRNOP00000066161	ENSXETP00000008043
ENSPTRP00000024545	ENSBTAP00000023205	ENSGALP00000012577	ENSGGOP00000004309	ENSP00000333917	ENSMMUP00000026039	ENSMUSP00000057346	ENSRNOP00000005516	ENSXETP00000043152
ENSPTRP00000047377	ENSBTAP00000025081		ENSGGOP00000001885	ENSP00000363645		ENSMUSP00000094088	ENSRNOP00000032529	
ENSPTRP00000024547	ENSBTAP00000025485	ENSGALP00000012564	ENSGGOP00000003421	ENSP00000332576	ENSMMUP00000037092	ENSMUSP00000068652	ENSRNOP00000060468	ENSXETP00000059131
ENSPTRP00000014592	ENSBTAP00000054301	ENSGALP00000009200	ENSGGOP00000023140	ENSP00000268989	ENSMMUP00000046294	ENSMUSP00000050496	ENSRNOP00000075916	ENSXETP00000042112
ENSPTRP00000000611	ENSBTAP00000048950	ENSGALP00000001914	ENSGGOP00000005467	ENSP00000363500	ENSMMUP00000003241	ENSMUSP00000041453	ENSRNOP00000024464	ENSXETP00000002206
ENSPTRP00000037796	ENSBTAP00000017088	ENSGALP00000006752	ENSGGOP00000018259	ENSP00000311538	ENSMMUP00000047569	ENSMUSP00000109398	ENSRNOP00000068038	ENSXETP00000058656
ENSPTRP00000042390	ENSBTAP00000045458	ENSGALP00000036016	ENSGGOP00000025900	ENSP00000352785	ENSMMUP00000029897	ENSMUSP00000019426	ENSRNOP00000031941	ENSXETP00000058678
ENSPTRP00000016914	ENSBTAP00000045458	ENSGALP00000036016	ENSGGOP00000025900	ENSP00000352785	ENSMMUP00000029897	ENSMUSP00000019426	ENSRNOP00000031941	ENSXETP00000058678
ENSPTRP00000053918	ENSBTAP00000040932	ENSGALP00000057036	ENSGGOP00000011445	ENSP00000308895	ENSMMUP00000005965	ENSMUSP00000101050	ENSRNOP00000060579	ENSXETP00000025067
ENSPTRP00000007944		ENSGALP00000050420	ENSGGOP00000005820	ENSP00000261336	ENSMMUP00000046664	ENSMUSP00000032228	ENSRNOP00000049473	ENSXETP00000061986
ENSPTRP00000003828	ENSBTAP00000007987		ENSGGOP00000019528	ENSP00000380421	ENSMMUP00000046646	ENSMUSP00000077878	ENSRNOP00000025252	
ENSPTRP00000034513	ENSBTAP00000039600	ENSGALP00000004889	ENSGGOP00000012551	ENSP00000333551	ENSMMUP00000051711	ENSMUSP00000033875	ENSRNOP00000055400	ENSXETP00000062309
ENSPTRP00000024550	ENSBTAP00000013140		ENSGGOP00000014712	ENSP00000380763	ENSMMUP00000007758	ENSMUSP00000091087	ENSRNOP00000054417	ENSXETP00000053324
ENSPTRP00000059128	ENSBTAP00000041048	ENSGALP00000006993	ENSGGOP00000024880	ENSP00000383168	ENSMMUP00000035727	ENSMUSP00000001148	ENSRNOP00000001675	ENSXETP00000025071
ENSPTRP00000034515	ENSBTAP00000011608	ENSGALP00000048096	ENSGGOP00000012568	ENSP00000406367	ENSMMUP00000004284	ENSMUSP00000033876	ENSRNOP00000017776	ENSXETP00000052554
ENSPTRP00000000614	ENSBTAP00000026378	ENSGALP00000049048	ENSGGOP00000022644	ENSP00000382800	ENSMMUP00000003249	ENSMUSP00000050353	ENSRNOP00000075140	ENSXETP00000002249
ENSPTRP00000055141	ENSBTAP00000001711	ENSGALP00000044948	ENSGGOP00000010669	ENSP00000339577	ENSMMUP00000049073	ENSMUSP00000030627	ENSRNOP00000023187	ENSXETP00000007967
ENSPTRP00000024555	ENSBTAP00000004034	ENSGALP00000037432	ENSGGOP00000020921	ENSP00000484398	ENSMMUP00000006214	ENSMUSP00000074621	ENSRNOP00000026481	ENSXETP00000059488
ENSPTRP00000060327			ENSGGOP00000019815					
ENSPTRP00000027221	ENSBTAP00000054206	ENSGALP00000024757	ENSGGOP00000005618	ENSP00000306003	ENSMMUP00000055813	ENSMUSP00000051222	ENSRNOP00000000072	ENSXETP00000056323
ENSPTRP00000061019				ENSP00000484596				
ENSPTRP00000010119	ENSBTAP00000018911	ENSGALP00000027279		ENSP00000480798	ENSMMUP00000009885	ENSMUSP00000137875	ENSRNOP00000032094	ENSXETP00000031844
ENSPTRP00000024122	ENSBTAP00000015668	ENSGALP00000038878	ENSGGOP00000001449	ENSP00000355180	ENSMMUP00000000736	ENSMUSP00000001147	ENSRNOP00000001679	ENSXETP00000025084
ENSPTRP00000009906	ENSBTAP00000046249	ENSGALP00000027351	ENSGGOP00000002684	ENSP00000368664	ENSMMUP00000015223	ENSMUSP00000022595	ENSRNOP00000060481	ENSXETP00000041021
ENSPTRP00000037797			ENSGGOP00000006479	ENSP00000276066	ENSMMUP00000018316			
ENSPTRP00000057889			ENSGGOP00000005624	ENSP00000383023	ENSMMUP00000004376			
ENSPTRP00000003829	ENSBTAP00000027834		ENSGGOP00000003466	ENSP00000369293	ENSMMUP00000036344	ENSMUSP00000028111	ENSRNOP00000066383	
ENSPTRP00000013008	ENSBTAP00000026635	ENSGALP00000049200	ENSGGOP00000026700	ENSP00000380514	ENSMMUP00000060963	ENSMUSP00000113051	ENSRNOP00000020192	ENSXETP00000015653
ENSPTRP00000027224	ENSBTAP00000042192	ENSGALP00000037040	ENSGGOP00000027876	ENSP00000384616	ENSMMUP00000004377	ENSMUSP00000031455	ENSRNOP00000037657	ENSXETP00000010697
ENSPTRP00000009909	ENSBTAP00000001508	ENSGALP00000027352	ENSGGOP00000009692	ENSP00000368612	ENSMMUP00000015229	ENSMUSP00000048925	ENSRNOP00000072799	ENSXETP00000041035
